"run_id","code","health_systems_costs","monetized_dalys_averted","dalys_averted"
11,"VEN",5907438.63921815,2501365.17907772,620.861084620305
11,"YEM",7307004.39881309,7610142.9128678,1888.90515568012
12,"AFG",901503.096120655,3615718.8059306,897.453565880295
12,"AGO",1470035741.61212,13343686299.5804,3312021.61846884
12,"BEN",335740650.178415,7926255464.38368,1967367.10247535
12,"BFA",625594702.571713,14262008046.4322,3539957.24360257
12,"BGD",67105.4540601787,111639.123792078,27.7098234449582
12,"BRA",1096312.19048359,1468197.95306894,364.419790122685
12,"CIV",797218410.472304,13716705998.6561,3404608.42542131
12,"CMR",851232239.73395,12111557584.8726,3006196.31291015
12,"COD",1169479216.55427,55192606044.589,13699295.703996
12,"COL",4621305.43868536,920394.953334239,228.450213421794
12,"ETH",418927078.620903,7289158339.63901,1809233.92976392
12,"GHA",786462417.44121,12895020162.1306,3200658.69271156
12,"GIN",176106548.515096,3870005539.12022,960569.794687347
12,"GUY",109738.214827973,154011.8278924,38.2271054660188
12,"HTI",83117.5610299837,196334.5394715,48.7319788986779
12,"IDN",9770483.96648327,7347957.62044583,1823.82843422171
12,"IND",511248512.125673,4166695279.94088,1034210.82712131
12,"KHM",384157.790958075,771789.788195138,191.56508973807
12,"MDG",93185975.2630415,2827178903.28353,701730.948759527
12,"MLI",666586383.021276,13851314286.9697,3438019.39978853
12,"MMR",2117620.9988922,2376622.31666862,589.898796705784
12,"MOZ",576958932.990017,16934526024.0629,4203299.97505885
12,"MWI",104392428.453759,2369434834.06672,588114.799598433
12,"NER",446899025.592301,14110557910.7145,3502365.97291803
12,"NGA",8359133111.02721,113135623953.678,28081268.0949586
12,"NIC",76542.2760770588,111059.882088738,27.5660505024062
12,"PAK",9499900.83441842,11880621.009992,2948.875801072
12,"PER",563794.820891538,357535.933535208,88.7435986325069
12,"PNG",9892507.2354797,11814649.7074444,2932.50113703009
12,"RWA",155782876.669927,3227650552.37237,801131.573863238
12,"SLB",1047774.42659302,1120108.73956263,278.020951420595
12,"TZA",732009529.5275,13761740308.3285,3415786.34161771
12,"UGA",1083615220.04555,21450438588.6285,5324189.63816689
12,"VEN",7964627.48980078,2501365.17907772,620.861084620305
12,"YEM",5882753.11507199,7610142.9128678,1888.90515568012
13,"AFG",1032349.92924953,3615718.8059306,897.453565880295
13,"AGO",1570345675.75975,13343686299.5804,3312021.61846884
13,"BEN",354217695.266884,7926255464.38368,1967367.10247535
13,"BFA",697585152.965778,14262008046.4322,3539957.24360257
13,"BGD",69166.7438154749,111639.123792078,27.7098234449582
13,"BRA",967462.182487615,1468197.95306894,364.419790122685
13,"CIV",826588091.573854,13716705998.6561,3404608.42542131
13,"CMR",844959664.100514,12111557584.8726,3006196.31291015
13,"COD",1057779051.67308,55192606044.589,13699295.703996
13,"COL",4204972.17228925,920394.953334239,228.450213421794
13,"ETH",351160574.866567,7289158339.63901,1809233.92976392
13,"GHA",674762091.466427,12895020162.1306,3200658.69271156
13,"GIN",156611015.789644,3870005539.12022,960569.794687347
13,"GUY",178471.25008907,154011.8278924,38.2271054660188
13,"HTI",87990.9625942493,196334.5394715,48.7319788986779
13,"IDN",10169134.2395958,7347957.62044583,1823.82843422171
13,"IND",466552378.789112,4166695279.94088,1034210.82712131
13,"KHM",401670.844394541,771789.788195138,191.56508973807
13,"MDG",61430049.900772,2827178903.28353,701730.948759527
13,"MLI",740246581.070215,13851314286.9697,3438019.39978853
13,"MMR",1416992.70635321,2376622.31666862,589.898796705784
13,"MOZ",608204171.969249,16934526024.0629,4203299.97505885
13,"MWI",130019660.244744,2369434834.06672,588114.799598433
13,"NER",418492791.495916,14110557910.7145,3502365.97291803
13,"NGA",8061928327.88319,113135623953.678,28081268.0949586
13,"NIC",152187.899980502,111059.882088738,27.5660505024062
13,"PAK",11187458.224427,11880621.009992,2948.875801072
13,"PER",666349.06768841,357535.933535208,88.7435986325069
13,"PNG",8950552.73777005,11814649.7074444,2932.50113703009
13,"RWA",150115474.658347,3227650552.37237,801131.573863238
13,"SLB",833191.1794055,1120108.73956263,278.020951420595
13,"TZA",611997957.775759,13761740308.3285,3415786.34161771
13,"UGA",976770356.201485,21450438588.6285,5324189.63816689
13,"VEN",4772572.45543939,2501365.17907772,620.861084620305
13,"YEM",7635474.33943217,7610142.9128678,1888.90515568012
14,"AFG",977564.228173556,3615718.8059306,897.453565880295
14,"AGO",1429086198.1904,13343686299.5804,3312021.61846884
14,"BEN",346337376.037598,7926255464.38368,1967367.10247535
14,"BFA",604964144.193478,14262008046.4322,3539957.24360257
14,"BGD",71827.2293296927,111639.123792078,27.7098234449582
14,"BRA",983729.247145613,1468197.95306894,364.419790122685
14,"CIV",876135307.74037,13716705998.6561,3404608.42542131
14,"CMR",782423224.42358,12111557584.8726,3006196.31291015
14,"COD",1053052705.50259,55192606044.589,13699295.703996
