code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4751.108737,5145.480696,5353.354688,5430.655205,5512.10433,5647.809748,5985.072259,6195.929684,6512.069843,6772.606813,7231.400468,7456.73976,7694.825894,7853.925873,8523.339303,8968.751984,9536.076013,10192.21744,10541.93629,10638.83399,11128.51973,11134.38542,11339.38128,11222.88217,10954.85498,10350.21273,10436.47437,10879.57514,11364.02896,11331.54559,11467.44741,12233.38627,13479.43858,14171.91936
TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2415.756751,2652.475502,2716.304125,2882.298916,3087.692861,3346.799399,3409.537205,3433.841065,3527.026602,3635.69974,3833.92763,3955.228564,4170.93749,4231.453784,4235.120537,4314.547192,4327.446486,4315.944373,4600.34896,4383.811092,4465.460278,4855.429174,4996.444885,5119.694595,5335.915802,5471.796834,5920.157658,6229.070288,6402.757588,6488.597535,6689.859317,7034.924838,7393.796685,
TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.372078,1301.823632,1377.180248,1437.78282,1522.528755,1626.513943,1731.832959,1789.613583,1870.769717,2001.426006,2088.885746,2187.640583,2261.435998,2428.242769,2635.778208,2877.594053,3141.258742,3404.074131,3528.530628,3742.798765,4009.742421,4236.801101,4584.118241,4781.898032,4966.307359,5189.084269,5528.015779,5847.839617,6360.878757,6744.926662,6640.34653,7561.392538,8538.424167,9366.424202
TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.767699,1793.825351,1781.62376,1765.014537,1773.580839,1825.434193,1903.716929,1969.216387,1989.368205,2011.446945,2074.947007,2154.312632,2260.571343,2338.50353,2490.876796,2650.994469,2821.176883,2992.961696,3124.013241,3148.614029,3282.503829,3403.046925,3401.588769,3538.968965,3702.645413,3699.435812,3732.45374,3849.757031,3871.961405,4032.065927,3959.448309,4228.467669,4584.761596,4766.178927
TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6877.621348,7273.636678,8129.044288,8209.290378,8630.588924,9099.0343,9882.725718,10768.80453,11735.14017,12812.41551,13953.13615,14797.10384,16141.23573,18742.64192,20673.74585,23536.02687,27393.35055,29354.52901,30807.28485,29601.61945,30778.31274,31077.79697,32103.10912,31912.18321,32269.3788,30031.70847,28349.22034,28734.61813,29497.07039,29687.7991,26627.9559,30826.20881,33556.46432,35188.53492
TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779.684674,3975.398016,4292.152883,4401.199601,4555.486839,4686.170397,5039.71098,5332.77991,5579.387257,5929.900902,6278.986809,6593.381965,6715.110784,7098.423562,7671.84536,8116.954899,8728.657125,9479.350639,9975.022321,10237.089,10555.0887,10435.99567,10614.5313,10671.56973,10946.89358,10782.54384,10993.66385,11288.78001,11841.4062,12494.79057,11918.06621,12375.34293,13532.63804,13931.85932
TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8205.261394,8412.979358,8967.101701,9748.075095,9251.957507,9960.45256,10675.67124,11489.81795,8759.1725,8461.293666,9308.419656,8995.309319,9134.341208,9451.284583,10726.89642,11756.93103,13495.4269,14866.42771,16038.29562,15442.11732,17343.67713,19590.95104,20627.49206,22373.24656,24105.0238,25862.6846,26695.91569,28193.17449,28299.39554,28461.17787,28680.20063,31309.96773,39068.2225,42216.77846
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675.791788,1768.854943,1836.985245,1938.953994,2164.787733,2083.053352,1981.498749,2203.620878,2559.923579,2543.438264,2597.251634,2595.90962,2915.292119,2770.092653,2764.90732,2727.662664,2787.107043,3034.341311,3291.08847,3081.935706,2945.124626,3175.928412,3170.394977,3277.204792,3418.852556,3775.747413,4030.854599,4226.711051,4431.719702,5209.691981,5122.189802,5352.973141,5661.131626,6150.999704
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.3573608,952.0974731,955.3916016,959.3213501,957.7210083,981.4041748,1025.871582,1058.787964,1081.615234,1119.955933,1163.643677,1228.522339,1302.055542,1379.457764,1482.162109,1598.037476,1706.548462,1820.001343,1908.373535,1972.167847,2069.401855,2211.466797,2083.484863,2176.216553,2221.179688,2317.279785,2434.699951,2472.493164,2727.880127,2981.874512,3290.609863,3493.083008,3799.862305,4018.516602
UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.8775546,703.1775733,718.8766313,770.127662,809.3194817,896.6723809,969.3804494,1006.775009,1036.734318,1099.864764,1124.209582,1172.683175,1254.982035,1320.239916,1405.242884,1496.509478,1659.725291,1794.535189,1930.708695,2014.608794,2091.559631,2267.722704,2031.946695,2044.881825,2134.009163,2189.964859,2165.297594,2157.957475,2312.057528,2441.374452,2532.219501,2684.920359,2919.177754,3097.637024
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7590.544922,7148.48291,6568.333008,5766.296875,4564.644531,4124.29541,3812.245605,3794.178467,3794.339111,3871.326416,4228.116211,4746.85791,5122.841309,5764.01123,6663.467285,7142.106934,7971.196289,8900.444336,9323.722656,7994.615723,8453.299805,9126.608398,9552.314453,10903.8252,10493.74512,9921.833984,10864.65723,11536.08105,12554.84863,14217.48633,15541.02734,17846.4082,14770.07129,17630.125
UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.124288,3367.30725,3534.753899,3723.597434,3916.356967,4125.282728,4399.694759,4672.252434,4685.291682,4848.797688,5210.501927,5462.837747,5759.507457,6145.335839,6750.851367,7395.373852,8219.883507,9146.754021,9845.802411,10165.14818,11061.06886,11971.09671,12666.85294,13299.90356,13771.95432,13897.16362,14415.58096,15173.97943,16141.59728,17000.61591,17103.2486,19230.43058,21351.16834,23006.00492
URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6683.057811,7112.437651,7808.122281,8162.355929,8897.178059,8905.617986,9524.087004,10460.91971,11002.12621,10938.35578,10929.30026,10719.39457,10030.12878,10303.23375,11103.11259,12295.70031,13179.38811,14397.22497,15694.23541,16421.76963,17872.53697,19135.3637,19495.42237,20661.37934,21867.81123,22168.61142,22840.55107,23606.64306,24386.49445,25782.69407,25777.74553,29441.47749,33081.50743,34426.60247
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.12997,32853.67259,34515.38131,36329.97026,37133.6204,37997.74243,39490.30239,41724.6412,44123.39965,46301.98765,48050.22741,48570.05943,47194.95009,48650.66432,50065.97895,51784.41147,53409.75078,55304.31553,57040.20821,58206.61419,60322.26142,63201.04585,65604.68152,64411.37318,71318.30736,78035.17536,82769.41221
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.664876,2676.110101,2371.467572,2317.598351,2196.511108,2178.327483,2213.952639,2328.657998,2417.826215,2521.839511,2644.263542,2782.34871,2902.039836,3047.248568,3321.196544,3617.854868,3955.976821,4386.129337,4800.059143,5135.464446,5504.856379,5949.484124,6168.137648,6412.723869,6609.767173,6799.573328,6919.294756,7818.01113,8128.755203,8544.080267,8451.725051,9247.643827,10292.53094,11106.97159
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.376793,4125.674914,4477.371983,4768.753369,4802.014282,5277.443867,5439.809988,5726.46458,6025.601228,6266.195081,6502.900236,6768.193708,7250.392744,7902.627309,8471.962463,8985.696861,9949.489387,10604.34802,10901.56487,10868.53509,10561.30803,10773.61447,10988.50261,11624.86251,12135.58305,12378.84273,13493.47731,13575.43198,14689.85007,15344.36075,15417.21294,15900.97658,18396.49687,20349.22857
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9497.254499,10520.19053,11150.60507,11191.30989,10919.89727,11344.70255,11291.29487,11969.75286,11898.29415,11126.88576,11577.12997,12017.54937,10924.22332,10094.58797,12053.03084,13485.75284,15027.79275,16528.22048,17480.19086,16794.53949,16527.73941,17349.176,,,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32113.43999,32618.95637,34609.1948,36942.8365,39447.4212,42153.53966,43465.23469,40846.56201,41607.56686,39006.08201,33878.98311,32333.9108,32360.90038,32573.71668,33470.59048,33893.55018,36746.48689,40021.77758,41749.08004,46893.5497,49793.03244,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.686445,1297.660605,1413.074953,1533.555732,1674.237122,1841.350268,2019.182491,2189.410277,2308.281636,2420.935,2614.118404,2808.831819,3001.870388,3239.771259,3543.099155,3893.665094,4237.400881,4580.794311,4844.067047,5060.732123,5389.21957,5786.123489,6376.797657,6758.404336,7296.879481,7671.581978,8374.506845,9169.731921,10009.97148,11029.27321,11609.31773,12048.90199,13852.11636,14973.88396
VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669.609516,1736.653349,1777.478805,1788.680716,1945.788994,1960.634087,1997.881871,2086.699678,2090.839442,2083.928312,2206.102404,2124.950749,1995.323723,2070.357756,2157.445171,2287.006604,2495.856836,2573.401044,2701.288361,2730.28796,2733.459226,2815.686934,2834.126309,2832.006061,2905.960947,2878.843417,2975.531208,3145.92735,3232.948258,3314.667213,3117.644253,3135.836649,3345.268102,3460.933714
WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5578.127547,5763.745812,5928.267224,6086.191508,6316.032007,6569.246457,6856.089998,7148.612971,7283.020084,7541.35765,7994.719765,8272.628593,8558.956472,8925.60209,9526.426697,10134.88848,10961.32168,11720.41985,12255.41135,12204.07613,12852.08608,13536.25347,14071.87872,14593.03182,14979.43191,15141.66305,15592.55208,16281.33131,17141.14643,17962.54245,17725.78979,19628.22937,21631.62556,22836.96434
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.283522,2165.676113,2198.100886,2322.783123,2293.577955,2477.737298,2681.193181,2722.158119,2791.817662,2871.214476,3061.849867,3334.977916,3552.910667,3792.198477,3996.744636,4378.594432,4591.907025,4713.021234,4939.225583,4906.482543,5229.041912,5494.240631,5338.739793,5386.900631,5468.100585,5681.778128,6141.45089,6280.215005,6318.269773,6638.184547,6450.765384,6214.016928,6260.402383,6996.841921
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6352.652319,6736.761089,7179.222779,7776.473931,7897.566928,8090.759393,8200.474205,8714.919664,9157.046307,9380.940073,10018.73871,10861.05317,10532.49959,12362.4141,13950.89673,15141.24573
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.477195,1842.811588,1963.405279,2013.231591,2114.911294,2201.129354,2267.679126,2351.297999,2442.374845,2491.648951,2623.615319,2701.847024,2768.461045,2844.102814,2948.818467,3113.417397,3205.277886,3293.60222,3369.51435,3410.577964,3603.035056,3113.382927,3004.920914,3164.321542,,,,,,,,,,
ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6381.673364,6382.806793,6275.013265,6374.779125,6611.288645,6875.188386,7208.006032,7433.357859,7463.444552,7666.716162,8095.294289,8428.316817,8792.355886,9138.828238,9713.653485,10440.62751,11250.17956,12046.60511,12525.26303,12261.41159,12637.29122,13143.19334,12986.79767,13369.4382,13358.94172,13397.52348,13519.32351,13738.43859,13347.36348,13361.48513,12671.08624,13711.29357,14759.43507,15194.19918
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.624169,1534.001299,1505.026479,1606.669437,1464.056117,1501.391062,1584.581663,1631.173138,1600.628252,1653.836495,1708.515526,1785.067114,1837.065852,1942.215209,2067.937285,2212.812026,2377.992398,2554.689376,2708.008197,2872.464184,3097.664005,3228.487143,3323.633122,3477.281788,3441.314976,3337.473069,3313.351216,3391.627685,3442.273072,3361.397503,3157.300093,3503.034914,3840.724505,4076.995087
ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.178448,1902.877431,1721.491174,1754.985282,1955.678953,1981.351882,2189.996102,2244.933955,2290.443711,2266.874862,2226.782976,2294.297717,2102.397268,1758.500458,1682.543418,1620.789077,1593.407042,1556.145954,1290.247885,1433.924716,1734.485559,1993.435306,2271.55628,2475.290399,2553.444214,2646.653993,2796.796475,7045.357426,2614.406271,3211.471913,3510.594036,3184.785451,3560.043273,3820.362629
