code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18667.87852,19582.53215,20182.174,20471.84355,21354.40574,22431.2226,23092.18857,23931.1687,25073.65277,25654.68142,27146.32118,28138.47866,28848.59422,29296.78532,29658.06649,30240.33952,32603.40448,34294.34306,35653.83787,34752.20538,35297.80782,36789.05427,36678.11752,36506.30524,36383.14489,37085.98023,40140.50361,41770.28383,43190.59583,46661.91052,44435.64344,49780.338,56171.54813,57651.98557
JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841.198313,5201.190666,5370.438425,5953.550348,6101.767623,6312.516859,6358.93778,6336.128811,6204.454539,6308.929336,6463.530224,6655.648669,6851.861074,7199.545847,7447.276017,7706.631562,8132.53141,8432.410414,8488.093753,8135.431346,8080.148508,8353.307477,8373.495116,8630.242045,8732.813023,8985.576678,9399.257923,9820.20737,10035.27977,10083.52683,8991.162056,9577.164211,10790.1333,11421.75356
JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317.161512,4195.287485,4653.972423,4725.806772,4829.648316,5026.535801,5054.748386,5171.220299,5263.770027,5401.879231,5640.657282,5948.012179,6256.496439,6499.978878,7073.845816,7696.945017,8045.640562,8415.71166,8983.213324,9290.808554,9416.643868,9631.928993,9738.537469,9816.598557,9144.677932,8967.079958,8747.878609,9265.515367,9042.397819,9429.072796,9579.200813,9182.496161,9927.234198,10391.01361
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19912.51661,21227.67505,21825.79882,22168.56029,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40906.59457,40596.96866,41444.21574,42141.9353,42678.15114,42438.44646,44347.65935,47366.33689,49885.19791
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874.187363,7192.80208,6945.094411,6477.348525,5860.350668,5595.433989,5836.071984,6177.92475,6283.545905,6625.782152,7418.196121,8568.087195,9504.450825,10532.4467,11777.11196,13226.1467,14965.77232,16581.22405,17278.47217,17389.01458,18641.80615,20159.93294,21367.21806,23754.1342,23958.11289,22484.36514,23023.08723,23973.06023,25096.12859,28689.27108,29039.82296,32945.85157,35895.08399,38515.1836
KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.273446,1755.654016,1727.540675,1722.820699,1754.253401,1817.608881,1875.29831,1865.026673,1895.017382,1910.24013,1906.897941,1961.058169,1940.403033,1974.858202,2066.315406,2188.69561,2330.130289,2481.087061,2459.121745,2480.044291,2634.892713,2750.286638,2847.270683,3106.393945,3359.489507,3678.326141,3916.653157,4177.249936,4411.561041,4687.377823,4792.573158,5338.852434,5883.22304,6307.232494
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.74131,2381.594036,2074.734717,1795.022436,1465.672922,1401.156817,1505.449,1658.886929,1687.047814,1747.306074,1861.865787,1986.161559,1998.237881,2158.196674,2343.43067,2385.594696,2508.388448,2769.895347,3031.49407,3096.938141,3075.615543,3278.351318,3588.679888,4000.962958,4228.195506,4153.377043,4603.760015,4953.717944,4777.942125,5304.227583,5178.562352,5736.478834,6577.512649,7106.491143
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.713917,1504.358294,1560.107714,1565.429893,972.0563045,1005.876095,1006.090325,993.6373454,1009.347616,1134.16464,1255.640378,1357.426111,1442.464814,1597.882264,1769.76235,2038.145986,2296.768579,2566.147597,2768.792376,2854.032884,2988.504014,3223.102094,3583.482297,3890.948412,4117.788683,4433.643935,4748.124285,5050.063566,5616.98087,6153.994395,5942.453804,6225.532655,6917.070129,7425.511791
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.530404,1139.232319,1420.665274,1430.714163,1469.160472,1518.232227,1519.24584,1535.317264,1592.956338,1526.091348,1637.935236,1591.236017,1605.074738,1578.287685,1578.838449,1616.579542,1727.769795,1792.046069,1735.431346,1718.490921,1724.46649,1785.571757,1896.324217,2049.332994,2084.130284,2310.602418,2462.831847,2562.06483,2671.761907,2762.937119,2735.833207,3049.473801,3340.040379,3546.918188
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8983.490694,9130.82776,9652.199762,10418.23823,11061.60243,11746.82432,12498.09412,13408.87665,13318.76269,13753.65772,15256.43059,16235.42466,16619.16551,16225.67441,17275.86399,19500.32366,20676.18808,21301.24003,24102.19938,23384.7351,23691.44779,24550.16519,23457.89389,24624.43623,26755.59698,26877.4665,28214.70993,29578.63116,30794.89865,32482.09442,27326.03606,26896.61771,31883.09978,33749.70042
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37907.50031,39575.45428,40957.41806,43044.29176,43865.04164,45142.76345,48017.48871,50792.0114,51713.24149
KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30763.06696,23390.42363,36149.18352,48481.76042,53945.58818,57163.34921,56912.69619,57419.93216,58343.78819,56406.46858,58702.86732,58552.78392,59713.17222,69752.38418,77226.63684,84968.01984,89075.2246,91434.90447,90337.35688,80110.06989,75184.12587,79036.78577,82089.72607,76812.5388,68336.5992,45267.30859,41862.17391,46565.5499,51370.73205,50703.00014,41461.72351,50689.04408,54619.21852,51561.36381
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.30742,6476.085842,6661.789351,6849.95455,7245.657194,7332.270924,7615.881425,8018.731045,8194.456456,8218.92788,8591.644294,8688.669304,8776.111854,9058.810778,9664.562354,10247.74395,11060.04192,11819.11068,12454.21606,12244.78078,13069.5345,13939.79493,14218.13065,14682.45231,14983.85046,14749.38087,14976.12088,15587.19845,16255.6246,16622.88242,15983.88733,17879.54283,19954.40673,20909.99972
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.014594,1060.889016,1114.111499,1175.617815,1265.158233,1348.797983,1434.808672,1527.658892,1576.663635,1686.079386,1793.885826,1908.062366,2019.697748,2151.150996,2315.433795,2519.461351,2776.697523,3021.441731,3270.55751,3485.068277,3772.266052,4099.784573,4780.94733,5221.598558,5798.504367,6086.067304,6743.01054,7141.906527,7486.864527,7743.219065,7913.386607,8080.435532,8766.440626,9291.78859
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990.336085,4527.257344,5278.708339,5870.792138,6366.909073,6795.676601,7559.756524,7631.985406,7861.22583,7792.661327,7937.95653,8289.38389,8586.240407,8914.482779,9609.012826,10019.99415,10312.35333,11355.66298,12415.94001,13586.14448,14703.61532,14974.55344,16121.33524,16315.61377,16139.865,17045.89829,18940.5901,20963.82495,21985.48847,21710.46488,16259.70513,11599.77551,12292.84073,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5258094,792.6886898,496.8514064,327.8299041,262.5962814,254.3884746,282.2316765,547.8767949,651.9264086,761.662726,965.3955233,986.5727986,1012.918913,715.8182468,745.3978618,774.0325678,815.218917,872.5846459,915.0535997,939.4962903,980.1181398,1040.761414,1156.953194,1360.129104,1418.773555,1340.432797,1490.335814,1664.944813,1799.727514,1899.52201,1659.521091,1539.208923,1691.572757,1794.533409
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17172.60331,20084.62591,19571.91311,18904.22421,19318.20678,18952.00087,19392.48696,20438.63992,19639.19473,19769.02443,20616.98487,20331.63152,20060.63969,22662.72421,23813.40115,26902.89859,28935.66158,30928.94228,30812.28373,29027.14681,30234.09187,15698.05191,26826.07298,21151.00519,17509.52851,17903.25654,16961.01771,18026.01878,18879.31513,16194.10821,10954.79905,12641.50977,12272.83562,13848.795
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6950.844359,7126.930912,7752.548645,7865.459148,8040.756022,8222.223231,8489.826899,8456.381639,8965.134001,9214.180512,9313.732797,9105.82559,9205.184163,9707.068189,10610.29669,10818.31043,11758.31947,12199.25811,12968.54573,12600.2079,12717.7866,13471.26664,13443.42625,14008.54691,14403.08327,14353.13426,15306.81683,16131.09169,17433.36369,18710.14257,14912.38061,19101.1653,24599.03092,25974.19603
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286.0073,6612.319462,6843.11564,7040.367127,7408.281458,7539.101808,7819.453688,8247.831348,8429.130654,8429.350337,8811.967997,8946.734911,8986.935405,9228.128543,9921.949263,10557.2236,11466.25496,12273.93877,12893.00971,12656.14516,13448.04101,14347.81881,14663.27501,15147.26462,15465.05742,15254.88328,15515.69815,16164.67201,16865.36351,17285.60692,16631.55552,18650.01329,20802.67163,21845.73957
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.2554655,966.1476272,973.6808029,976.5754917,978.495927,1029.323187,1078.964034,1130.756552,1160.810939,1199.0826,1253.973589,1315.98725,1373.873147,1441.26683,1538.976302,1666.382461,1796.250084,1937.296792,2055.592063,2112.032829,2219.796953,2298.172824,2363.935853,2491.275426,2651.314387,2715.000503,2844.148952,2971.473745,3194.874993,3397.700959,3434.114944,3645.577752,4004.995089,4205.962029
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.6999239,779.6656409,768.8447737,774.1343175,774.418229,807.0468728,842.9490052,894.0307712,911.8923637,931.8498685,962.0236343,1003.219704,1040.513829,1082.837761,1146.393176,1225.465933,1302.632153,1382.933794,1447.87625,1470.036699,1548.593415,1557.389165,1482.697072,1552.685556,1685.451181,1752.826996,1853.636749,1904.550841,1971.48463,2055.975525,2049.406375,2160.867894,2333.959626,2411.336327
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2527.442952,2712.722802,2850.950075,3067.382927,3260.468925,3454.275011,3581.652766,3803.883596,3952.041044,4103.380451,4367.80359,4328.191411,4522.327696,4849.860234,5215.880244,5678.746478,6260.679901,6820.3931,7316.586265,7575.579887,8233.626638,9075.545496,10249.16706,11252.63115,11720.59781,12227.17148,13078.56051,13616.1846,14178.02254,14112.9525,12940.90451,14316.13522,14194.02256,14460.74142
LMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539.381499,1585.070755,1647.621999,1694.305971,1766.667961,1861.855571,1975.550231,2046.570919,2123.760796,2235.734683,2337.018859,2446.627826,2542.469046,2703.919675,2921.44268,3163.995369,3434.195206,3707.519292,3877.465668,4070.983304,4332.508507,4557.292319,4907.513114,5123.55093,5316.188498,5515.247908,5778.154655,6110.411484,6561.681838,6975.945743,6936.811525,7650.303991,8586.866875,9300.465984
LMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325.226837,2433.766107,2539.42692,2648.84956,2770.22271,2910.903048,3091.391591,3252.717404,3285.620369,3407.287636,3620.868455,3784.260024,3960.964741,4208.216096,4584.86488,4989.946366,5488.153813,6030.959636,6417.7053,6634.223406,7148.434079,7642.983773,8089.073744,8458.621602,8747.809016,8878.259472,9214.171242,9681.966026,10293.82459,10837.13273,10827.44975,12049.03054,13364.17357,14354.75937
LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0573153,829.9366592,892.9252558,931.9842574,995.2441432,1036.788085,1103.002022,1154.382345,1179.421705,1198.69482,1272.924434,1350.005297,1385.182221,1484.095844,1560.748775,1680.873641,1813.444407,1932.426662,2064.423112,2036.263086,2152.915283,2278.501428,2291.495653,2538.263103,2771.244969,3034.646929,2942.181537,2618.818208,2632.287752,2568.341144,2559.097768,2544.782496,2761.31105,2880.96631
LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.239206,2981.769995,3047.672352,3224.042724,3408.608321,3640.544735,3862.241492,4101.223288,4212.989115,4421.89578,4804.96034,5128.807955,5501.817859,5983.392109,6604.81452,7315.063678,8327.5942,9362.662548,10304.23089,10689.42141,11631.5708,12706.07212,13585.04012,14352.28321,14886.0841,14968.28392,15482.39226,16386.99488,17717.39361,18998.77311,19265.69139,21934.00188,24157.50382,25975.27333
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8946.885813,8709.655649,7021.978773,6050.585444,5615.091212,5967.191454,6419.664063,7102.881243,7796.787182,7856.706591,8465.943296,9456.873281,10497.26662,12085.95668,13097.43757,14514.78329,16446.9778,19113.98614,20735.70798,18167.6379,19827.94868,22701.55461,24578.13061,26595.35668,28052.45652,28915.57151,30870.24054,33760.6294,36721.93255,40809.93082,41491.32818,45955.56895,50455.92036,50783.2564
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29929.05216,33168.42879,34085.82383,35874.70476,37526.26191,38319.76301,39707.46153,42477.73983,44267.17686,49844.67696,55124.29225,56141.77517,58575.67927,60199.8508,64694.43342,68787.85475,78878.02752,85129.18882,90970.7212,86873.25624,90346.06883,94475.03023,96636.42664,100925.012,105296.2846,107888.5784,113365.1761,114985.8422,116498.5121,121403.8237,122114.1016,135379.2912,144750.8049,139105.9617
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7447.948529,6761.9303,4759.779885,4722.003985,5011.631799,5341.548106,5636.101582,6308.927111,6878.643084,7199.812116,7840.881479,8861.653457,9756.298008,10565.73351,11761.31415,13343.88945,15024.63615,17281.04226,18634.73096,16559.52278,17343.46587,18618.70154,20494.04648,21850.12664,22973.69328,24137.87644,25802.15558,27645.82262,29817.80473,32199.09604,32741.42077,36880.45646,39931.6063,41384.25163
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27941.05416,28520.86518,31334.91444,32590.36527,33582.41778,34334.93577,34330.53985,34641.46769,33033.58227,32320.75628,34692.43581,36220.77639,39649.91456,44610.34573,56593.14656,60576.54354,67201.50337,75676.92082,76830.71838,79123.57093,99831.58565,121075.8437,133100.4311,149793.6951,145113.9474,108916.8626,107906.8157,120983.4929,129726.754,126160.4542,57220.81706,74177.78252,64373.93254,116491.07
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776.82251,3025.00708,2979.068359,2979.286865,3314.781494,3152.427246,3551.256104,3502.008057,3740.359131,3800.629883,3930.223145,4268.869629,4436.428711,4741.061523,5024.694336,5274.741699,5780.618164,6057.935547,6437.063477,6628.57666,6848.66748,7274.147461,7307.612305,7542.098633,7237.277344,7799.092285,7853.17627,8115.120605,7801.098633,8046.229004,7704.849121,8623.265625,9283.925781,9842.888672
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894.513723,5979.907891,4337.246801,4394.141859,3110.823008,3145.945805,3021.309883,3135.607025,2964.601517,2909.85035,3044.670506,3310.528826,3632.610918,3959.95151,4378.174758,4865.934564,5271.389704,5589.568508,6153.351521,5827.178889,6323.062879,6832.941565,7254.66249,8232.523805,8643.064314,9197.618382,10325.84049,11252.11355,11868.19555,13413.22329,13527.44131,15682.07033,16381.30683,17596.88342
MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.820924,1095.986996,1100.578968,1115.767284,1104.261134,1110.652492,1118.769162,1142.301661,1161.750888,1194.150247,1235.787339,1298.563789,1121.087496,1218.835632,1279.546111,1342.519299,1416.404659,1493.37545,1577.338389,1479.8298,1463.876468,1475.170552,1463.617569,1473.403981,1498.839769,1496.611724,1561.519624,1546.880019,1546.595635,1612.297727,1490.323128,1599.412769,1738.294553,1823.817329
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531.367953,4607.867243,4885.195744,5142.193392,5525.019752,6228.67035,6692.568024,7231.952127,7716.745034,8168.799576,8533.396914,8242.667613,8829.87124,10073.87586,10767.70804,9697.572301,12064.20731,12838.95769,13765.48404,12278.37831,12816.45722,13712.65155,13974.66145,15248.88407,16705.86428,17875.09894,18769.50606,19767.88936,21899.4293,23077.21122,13425.36745,19052.62249,22880.51232,24735.07542
MEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7717.902167,8212.414158,8646.693075,8836.849174,9031.825342,9257.250565,9695.935293,10061.63122,10409.36635,10631.08357,11335.22514,11565.16944,11774.42154,12245.60623,13304.58435,14033.44434,14924.02251,15761.46484,16385.09115,16262.13865,16989.40659,17628.15673,18068.67522,17870.17417,17576.74404,15897.19096,15663.79401,16379.1618,17354.42912,17284.84937,16260.64213,17882.85203,19862.16024,20565.66333
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8578.161136,9078.921574,9470.004539,9040.826499,9466.257636,8933.086928,9496.106134,10182.50857,10756.2175,11030.52143,11704.3811,11738.72594,11761.88659,12066.16012,12657.81561,13260.23882,14541.67163,15031.86196,15680.57619,15192.62415,15908.86032,17266.81291,18004.79356,18170.26479,18820.79911,19075.33847,20104.58398,20488.71508,20921.47753,20964.27748,19354.12487,20776.59278,23340.6634,24766.60835
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.345226,2130.524332,2293.410975,2451.527275,2616.64852,2857.748317,2583.004354,2434.030601,2422.271948,2400.345491,2489.969438,2700.270546,2825.244799,2824.278834,2879.905897,3016.703244,3110.052255,3309.397541,3118.234671,3253.150859,3473.404699,3536.560042,3589.668804,3845.003575,3931.344106,4125.161693,4366.257642,4719.313049,5232.205249,6045.062408,6136.971197,6705.875292,7332.300208,7532.174773
MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2447.104147,2563.630457,2679.676574,2799.28369,2932.124023,3083.647411,3278.367359,3451.414004,3488.24403,3621.334925,3853.372304,4030.529263,4223.593333,4493.763927,4903.65124,5344.376768,5888.714894,6483.079186,6908.842896,7152.640825,7719.362024,8272.776275,8781.937075,9192.15933,9508.628082,9656.897171,10031.28554,10558.6196,11247.5231,11861.84604,11871.19845,13245.64445,14723.81675,15854.44858
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.513001,5205.65442,5032.180717,4827.652297,4878.531893,4910.835513,5024.758449,5225.735723,5448.05722,5724.471736,6152.588261,6051.691015,6395.193475,6609.043278,7230.39505,7972.31077,8890.339795,9639.005488,10924.32767,11526.12448,11993.53151,12420.83167,12725.92583,13662.81058,14485.12426,15038.18595,16457.55605,17161.13798,18460.51566,20222.55738,19962.24696,22124.24239,24047.29655,24327.41469
MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.6119801,837.634322,812.6011652,840.5444008,871.9697605,879.1924172,938.0209141,977.7997189,1037.056626,1081.209445,1073.302189,1228.710596,1247.209261,1344.388243,1357.405068,1443.393513,1507.017737,1550.108472,1601.873468,1635.074845,1687.180204,1720.785056,1673.626265,1731.766596,1837.384342,1959.630985,2120.858208,2187.729513,2249.86223,2379.595876,2298.251891,2347.627529,2525.245789,2657.712984
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10078.76701,10777.11153,11421.33692,12094.55141,12929.37241,13940.17691,14655.33343,15461.81578,16217.79907,16898.54028,18210.60611,18437.07717,19532.02803,20815.41085,21568.69881,22227.41496,23224.01869,25012.58338,26653.89645,26767.97761,28912.36724,29426.03142,30716.1937,33048.15729,35118.53693,38307.26905,40923.33513,45676.58357,48106.14044,51377.38607,49930.20734,56697.29836,60301.84749,63255.82299
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1032875,446.5831805,494.0844375,529.2082155,573.2919239,617.8961014,661.2180606,701.6279901,741.8174716,824.781054,948.7482852,1068.825905,1203.826307,1384.528518,1600.841056,1860.454132,2152.867309,2458.857464,2748.079213,3039.799823,3348.128895,3579.40483,3845.152842,4143.630127,4376.388333,4458.690544,4459.539814,4706.432489,5581.276955,6101.372458,5740.990458,5178.447182,5731.937879,5953.357352
MNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4727.677793,5119.283445,5325.132761,5400.875274,5480.62567,5615.232317,5948.038719,6158.463664,6474.40853,6734.09851,7185.197531,7405.193214,7636.928837,7796.95992,8464.704647,8908.887534,9469.694791,10119.7915,10467.53832,10565.38395,11051.06232,11060.4668,11270.67539,11155.97554,10891.75506,10298.10742,10386.48244,10824.8858,11304.60823,11275.41292,11402.84343,12155.76971,13392.39967,14072.76503
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5797.259001,6168.474314,5683.257325,6002.576411,6772.288185,7100.306352,7341.278441,7842.50753,8313.654163,10458.66245,12462.20814,13816.57292,13021.75949,13633.69883,14472.44898,13863.91752,14870.18761,15371.15164,16337.19475,18199.3426,19682.28697,21513.35013,24140.69612,21004.65647,24046.61982,27858.84137,30886.59537
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479.287345,3183.184779,2951.02362,2928.837994,3021.360943,3228.973698,3310.16087,3449.23436,3554.768867,3663.727112,3739.696669,3888.855286,4083.384222,4399.365379,4941.826637,5406.14342,5977.196887,6678.054743,7296.580737,7119.394242,7531.625574,8861.820529,10151.7218,10442.38505,10900.23052,10458.30272,10511.38311,11096.03756,12317.48243,13604.97894,13693.17981,14792.25091,16401.98948,18004.85121
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0385087,314.9300388,291.9893327,321.278519,326.4416845,320.5998903,349.7319387,387.0590443,422.2672816,468.2086685,471.9673298,532.6273101,580.0409214,619.9875107,673.3457173,721.4117619,798.3876676,861.9876827,916.1558502,951.4854538,1000.241149,1063.655433,1075.877861,1113.752528,1165.828266,1317.88786,1379.1074,1282.74966,1325.586956,1388.79707,1411.620402,1457.235409,1581.944194,1677.681023
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070.290628,2115.853683,2121.857688,2208.572612,2113.658382,2305.755195,2435.946467,2325.349106,2354.93829,2410.674484,2303.666397,2279.727115,2295.80501,2446.698178,2570.294049,2809.035081,3341.707183,3278.276614,3235.997822,3158.744143,3177.844366,3270.862513,3464.976611,3831.04711,3865.142587,3977.611713,4682.702597,5353.066088,5429.232231,5610.132367,5740.739597,5836.565808,6484.827927,6946.193933
MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008.069468,5349.021672,5751.053404,6113.660732,6412.064116,6768.744334,7203.759856,7648.395016,8118.171453,8341.29548,9139.703671,9582.341028,9819.99036,10530.75073,11211.64764,11699.24763,12587.97176,13607.33269,14563.88875,15099.35024,15913.90992,16877.46517,17249.89328,18225.23757,19066.44305,20011.33331,21670.4566,22595.72908,23068.24097,24027.11893,21326.2244,22737.57294,26601.72066,29511.22741
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.5034303,731.9404749,673.8159772,745.6821833,691.6261344,825.4541257,884.456347,915.2792249,941.0514965,960.710823,974.3101375,924.0563683,931.2835075,979.0389779,1032.802139,1070.93591,1124.438269,1230.563854,1311.449998,1387.789916,1457.605683,1516.211183,1464.04324,1558.112247,1505.551904,1403.084512,1409.958027,1380.232636,1363.794456,1450.010081,1513.459908,1687.593582,1778.305821,1829.507689
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886.633125,7582.569431,8223.802959,9018.062494,9806.471791,10720.25347,11709.267,12469.35901,11398.09871,11979.67971,13027.27334,13071.58141,13656.04589,14387.24849,15415.80634,16371.42608,17426.36117,18616.80708,19479.87996,18922.64595,20193.40929,21324.3595,22638.54069,23160.89245,24306.52123,24526.39427,25285.82135,26415.59602,27793.56742,28933.9283,27474.73614,29822.84918,34366.22848,36416.54019
NAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23525.8246,23933.84951,24943.97387,25898.00762,27194.63698,28177.42132,29384.33501,30849.09615,32212.704,33862.6369,35650.16957,36460.40352,37310.44962,38792.70987,40962.3936,43361.24904,45502.01435,47221.8054,47768.07691,46376.93159,47808.10405,49236.20241,50842.47787,52503.18292,54351.45712,55804.63068,57030.8564,59113.88551,61858.67617,64056.57344,62787.26036,69796.87635,76436.6834,80705.2511
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.470432,4191.707934,4451.935643,4344.624521,4376.065452,4509.129729,4611.758,4764.340781,4851.592294,4961.124326,5128.614336,5196.150098,5433.269027,5692.633737,6479.76369,6766.599812,7373.758222,7874.931445,8124.815179,8079.383923,8538.199954,9002.230045,9363.766323,9699.208378,10365.30906,10465.89206,10200.13926,9887.939355,9853.735336,9609.485557,9354.131367,9709.099306,10657.73846,11215.54684
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.1088509,737.5289213,745.8043101,742.1071808,747.5756777,756.5455886,745.810844,745.1055239,801.0469397,783.1838771,764.2818851,809.3871869,832.4693644,836.9784406,832.1251966,888.3042625,935.1753293,954.8922801,1010.431846,998.7925015,1057.511003,1064.419174,1161.789083,1137.769041,1161.325157,1172.191788,1188.557092,1208.1461,1275.996439,1419.168051,1496.8335,1585.59922,1839.969097,1890.505186
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.634247,2037.76751,2124.223388,2074.604131,2026.212009,2013.40022,2081.163018,2123.236173,2145.706032,2131.839931,2229.065778,2349.441856,2677.28602,2851.043988,3111.14016,3322.014198,3533.046847,3762.203464,3981.658117,4209.218532,4474.607051,4676.408151,4737.106744,4973.785276,5252.15095,5189.453972,5022.333267,4996.894728,5083.172331,5362.408308,5353.705549,5491.700341,5948.726147,6207.421378
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.553547,1995.064491,2002.626146,1997.699558,2064.155861,2187.020277,2324.766709,2417.970547,2497.43325,2672.475003,2806.241233,2916.532823,2948.210734,3046.088985,3255.464107,3455.970388,3657.952763,3891.464379,4044.302317,3879.654165,4042.186775,4324.705933,4507.927196,4710.558093,5067.744362,5448.887673,5882.369948,6225.36119,5935.172853,5981.111297,6251.982084,7086.622395,7776.18804,8309.339913
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19190.22818,20163.55964,20816.93758,21428.48297,22398.6757,23464.76138,24554.94971,26055.52173,27746.98713,29316.26348,31887.85346,33262.98238,34568.45933,34290.75505,35965.5468,37778.48644,41216.88407,44205.04498,46714.34543,44935.74575,45306.30781,47004.13707,47653.34017,49622.05196,49751.30929,50970.34848,53162.27916,56037.56799,58819.26091,62345.25385,62596.6302,68511.66245,77087.39423,78102.92418
